rank,movie_name,ww_lifetime_gross_rev,domestic_lifetime_gross_rev,domestic_percent,foreign_lifetime_gross_rev,foreign_percent,year
"9,293",Will You Be There?,"$7,762,907",-,-,"$7,762,907",100%,2016
"9,294",Contra,"$7,762,797",-,-,"$7,762,797",100%,2021
"9,295",Heartbreak Hotel,"$7,762,765",-,-,"$7,762,765",100%,2006
"9,296",Raaz: The Mystery Continues,"$7,761,779",-,-,"$7,761,779",100%,2009
"9,297",The Marriage Escape,"$7,760,946",-,-,"$7,760,946",100%,2020
"9,298",By the Grace of God,"$7,755,652","$67,059",0.9%,"$7,688,593",99.1%,2019
"9,299","Enemies, A Love Story","$7,754,571","$7,754,571",100%,$0,-,1989
"9,300",Michou d'Auber,"$7,754,566",-,-,"$7,754,566",100%,2007
"9,301",8 New Dates,"$7,752,894",-,-,"$7,752,894",100%,2015
"9,302",Muita Calma Nessa Hora,"$7,744,506",-,-,"$7,744,506",100%,2010
"9,303",The Beast Within,"$7,742,572","$7,742,572",100%,$0,-,1982
"9,304",Vsyo mogut koroli,"$7,738,781",-,-,"$7,738,781",100%,2008
"9,305",3 Idiots,"$7,738,470","$1,249,233",16.1%,"$6,489,237",83.9%,2017
"9,306",Butterfly,"$7,738,129","$2,092,682",27%,"$5,645,447",73%,2000
"9,307",Certified Copy,"$7,736,632","$1,373,975",17.8%,"$6,362,657",82.2%,2010
"9,308",Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$7,733,048","$34,135",0.4%,"$7,698,913",99.6%,2019
"9,309",Un + Une,"$7,732,614",-,-,"$7,732,614",100%,2015
"9,310",Explosion,"$7,731,410","$122,700",1.6%,"$7,608,710",98.4%,2017
"9,311",The Old Oak,"$7,729,788","$229,763",3%,"$7,500,025",97%,2023
"9,312",Cedar Rapids,"$7,728,936","$6,861,102",88.8%,"$867,834",11.2%,2011
"9,313",Selam,"$7,728,852",-,-,"$7,728,852",100%,2013
"9,314",Man on the Train,"$7,727,906","$2,542,020",32.9%,"$5,185,886",67.1%,2002
"9,315",Surviving the Game,"$7,727,256","$7,727,256",100%,$0,-,1994
"9,316",The State Counsellor,"$7,726,507",-,-,"$7,726,507",100%,2005
"9,317",Heartsping : Teenieping of Love,"$7,725,143",-,-,"$7,725,143",100%,2024
"9,318",My Mother,"$7,723,656","$303,002",3.9%,"$7,420,654",96.1%,2015
"9,319",Disorganized Crime,"$7,723,506","$7,723,506",100%,$0,-,1989
"9,320",A New Life,"$7,721,852","$7,721,852",100%,$0,-,1988
"9,321",Only Lovers Left Alive,"$7,721,263","$1,879,534",24.3%,"$5,841,729",75.7%,2013
"9,322",Expelled: No Intelligence Allowed,"$7,720,487","$7,720,487",100%,$0,-,2008
"9,323",Summer in Berlin,"$7,718,317","$8,340",0.1%,"$7,709,977",99.9%,2006
"9,324",The Masked Gang: Iraq,"$7,717,183",-,-,"$7,717,183",100%,2007
"9,325",Winnie-the-Pooh: Blood and Honey,"$7,717,044","$2,082,898",27%,"$5,634,146",73%,2023
"9,326",Hayabusa: The Long Voyage Home,"$7,713,159",-,-,"$7,713,159",100%,2012
"9,327",Snow Flower,"$7,709,399",-,-,"$7,709,399",100%,2019
"9,328",The Sweeney,"$7,708,312","$26,650",0.4%,"$7,681,662",99.6%,2012
"9,329",Kevin Hart: Laugh at My Pain,"$7,706,436","$7,706,436",100%,$0,-,2011
"9,330",Roger & Me,"$7,706,368","$6,706,368",87%,"$1,000,000",13%,1989
"9,331",120 BPM,"$7,704,369","$125,189",1.6%,"$7,579,180",98.4%,2017
"9,332",The Disappearance of Haruhi Suzumiya,"$7,701,498",-,-,"$7,701,498",100%,2010
"9,333",Who Am I,"$7,700,259",-,-,"$7,700,259",100%,2014
"9,334",Penguins,"$7,699,452","$7,699,452",100%,$0,-,2019
"9,335",No,"$7,699,095","$2,343,664",30.4%,"$5,355,431",69.6%,2012
"9,336",Anubis en het Pad der 7 Zonden,"$7,698,532",-,-,"$7,698,532",100%,2008
"9,337",Mr. & Mrs. Bridge,"$7,698,010","$7,698,010",100%,$0,-,1990
"9,338",Lump of Sugar,"$7,697,689",-,-,"$7,697,689",100%,2006
"9,339",The Hill,"$7,697,028","$7,665,865",99.6%,"$31,163",0.4%,2023
"9,340",Squadron 303,"$7,694,425",-,-,"$7,694,425",100%,2018
"9,341",Declaration of War,"$7,691,610","$59,100",0.8%,"$7,632,510",99.2%,2011
"9,342",The True Story of Puss'N Boots,"$7,687,222",-,-,"$7,687,222",100%,2009
"9,343",Finding Fanny,"$7,685,784","$615,691",8%,"$7,070,093",92%,2014
"9,344",The Best Is Yet to Come,"$7,683,953",-,-,"$7,683,953",100%,2019
"9,345",Runaway Train,"$7,683,620","$7,683,620",100%,$0,-,1985
"9,346",Strictly Business,"$7,683,267","$7,683,267",100%,$0,-,1991
"9,347",Leave No Trace,"$7,682,928","$6,046,104",78.7%,"$1,636,824",21.3%,2018
"9,348",Love Now,"$7,682,133",-,-,"$7,682,133",100%,2007
"9,349",Break Out,"$7,680,210",-,-,"$7,680,210",100%,2002
"9,350",The Hunting Party,"$7,674,033","$969,869",12.6%,"$6,704,164",87.4%,2007
"9,351",I Am: Sm Town Live World Tour In Madison Square Garden,"$7,665,780",-,-,"$7,665,780",100%,2012
"9,352",Leopardi,"$7,664,764",-,-,"$7,664,764",100%,2014
"9,353",Lolo,"$7,663,798","$24,134",0.3%,"$7,639,664",99.7%,2015
"9,354",Steal,"$7,662,206","$220,944",2.9%,"$7,441,262",97.1%,2002
"9,355",Run Lola Run,"$7,660,911","$7,647,184",99.8%,"$13,727",0.2%,1999
"9,356",He-Man and She-Ra: The Secret of the Sword,"$7,660,857","$7,660,857",100%,$0,-,1985
"9,357",A Scanner Darkly,"$7,660,592","$5,501,616",71.8%,"$2,158,976",28.2%,2006
"9,358",Hard Hit,"$7,658,021",-,-,"$7,658,021",100%,2021
"9,359",Praybeyt Benjamin,"$7,654,855",-,-,"$7,654,855",100%,2011
"9,360",Fatso,"$7,653,061","$7,653,061",100%,$0,-,1980
"9,361",Shattered,"$7,651,640",-,-,"$7,651,640",100%,2007
"9,362",The Prisoner of Zenda,"$7,650,600","$7,650,600",100%,$0,-,1979
"9,363",Return of the Mafia,"$7,646,534",-,-,"$7,646,534",100%,2012
"9,364",Beautiful World,"$7,641,409",-,-,"$7,641,409",100%,2012
"9,365",Sex and Lucía,"$7,640,680","$1,594,779",20.9%,"$6,045,901",79.1%,2001
"9,366",Sauerkrautkoma,"$7,640,109",-,-,"$7,640,109",100%,2018
"9,367",Io Capitano,"$7,636,951","$150,048",2%,"$7,486,903",98%,2023
"9,368",Youth Never Returns,"$7,636,318",-,-,"$7,636,318",100%,2015
"9,369",Quicksilver,"$7,634,909","$7,634,909",100%,$0,-,1986
"9,370",Midnight Sun,"$7,634,058",-,-,"$7,634,058",100%,2006
"9,371",Just Getting Started,"$7,634,022","$6,069,605",79.5%,"$1,564,417",20.5%,2017
"9,372",The Emperor of Paris,"$7,633,281",-,-,"$7,633,281",100%,2018
"9,373",Overlord: The Sacred Kingdom,"$7,632,475","$1,650,280",21.6%,"$5,982,195",78.4%,2024
"9,374",Thoda Pyaar Thoda Magic,"$7,631,012","$365,401",4.8%,"$7,265,611",95.2%,2008
"9,375",The Heist of the Century,"$7,627,100",-,-,"$7,627,100",100%,2020
"9,376",The White Crow,"$7,622,595","$1,828,784",24%,"$5,793,811",76%,2019
"9,377",Monkeybone,"$7,622,365","$5,411,999",71%,"$2,210,366",29%,2001
"9,378",Fullmetal Alchemist: The Sacred Star of Milos,"$7,621,364","$177,802",2.3%,"$7,443,562",97.7%,2011
"9,379",Rafadan Tayfa 2: Göbeklitepe,"$7,616,298",-,-,"$7,616,298",100%,2019
"9,380",Ninja III: The Domination,"$7,611,652","$7,610,785",100%,$867,<0.1%,1984
"9,381",ABCD (Any Body Can Dance),"$7,610,738","$222,098",2.9%,"$7,388,640",97.1%,2013
"9,382",Rockman. EXE: The Program of Light and Darkness,"$7,606,778",-,-,"$7,606,778",100%,2005
"9,383",Losing Isaiah,"$7,603,766","$7,603,766",100%,$0,-,1995
"9,384",Kidnap,"$7,601,003",-,-,"$7,601,003",100%,2008
"9,385",Thor: Legend of the Magical Hammer,"$7,600,557",-,-,"$7,600,557",100%,2011
"9,386",Little Canned Men,"$7,600,000",-,-,"$7,600,000",100%,2021
"9,387",Piter FM,"$7,595,138",-,-,"$7,595,138",100%,2006
"9,388",Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000",17.4%,"$6,272,374",82.6%,2021
"9,389",Finnick,"$7,591,889",-,-,"$7,591,889",100%,2022
"9,390",The Flower of Evil,"$7,587,959","$182,163",2.4%,"$7,405,796",97.6%,2003
"9,391",Analog,"$7,586,455",-,-,"$7,586,455",100%,2023
"9,392",Klown Forever,"$7,585,569","$5,700",<0.1%,"$7,579,869",99.9%,2015
"9,393",Winnie-the-Pooh: Blood and Honey 2,"$7,582,541","$533,144",7%,"$7,049,397",93%,2023
"9,394",Loving Ibiza,"$7,581,025",-,-,"$7,581,025",100%,2013
"9,395",Groom,"$7,580,125",-,-,"$7,580,125",100%,2016
"9,396",The Vexxer,"$7,578,307",-,-,"$7,578,307",100%,2007
"9,397",Burning,"$7,578,063","$718,991",9.5%,"$6,859,072",90.5%,2018
"9,398",My Boyfriend Is Type-B,"$7,576,904",-,-,"$7,576,904",100%,2005
"9,399",Matinee,"$7,576,145",-,-,"$7,576,145",100%,2019
"9,400",Sprung,"$7,575,028","$7,575,028",100%,$0,-,1997
"9,401",Miss You Already,"$7,573,997","$1,162,653",15.4%,"$6,411,344",84.6%,2015
"9,402",Krippendorf's Tribe,"$7,571,115","$7,571,115",100%,$0,-,1998
"9,403",Hanni & Nanni 3,"$7,569,188",-,-,"$7,569,188",100%,2013
"9,404",Club Dread,"$7,565,807","$5,001,708",66.1%,"$2,564,099",33.9%,2004
"9,405",Phases of the Moon,"$7,564,756",-,-,"$7,564,756",100%,2022
"9,406",Guzaarish,"$7,564,310","$1,017,335",13.4%,"$6,546,975",86.6%,2010
"9,407",Hackers,"$7,563,728","$7,563,728",100%,$0,-,1995
"9,408",DOA: Dead or Alive,"$7,563,325","$480,813",6.4%,"$7,082,512",93.6%,2006
"9,409",Into the Night,"$7,562,164","$7,562,164",100%,$0,-,1985
"9,410",Just Love Me,"$7,561,806",-,-,"$7,561,806",100%,2006
"9,411",The Jerky Boys,"$7,557,877","$7,557,877",100%,$0,-,1995
"9,412",Partir,"$7,556,034","$176,113",2.3%,"$7,379,921",97.7%,2009
"9,413",Hippocrates: Diary of a French Doctor,"$7,555,591","$23,050",0.3%,"$7,532,541",99.7%,2014
"9,414",Wanted: Dead or Alive,"$7,555,000","$7,555,000",100%,$0,-,1987
"9,415",Monica and Friends: Bonds,"$7,554,706",-,-,"$7,554,706",100%,2019
"9,416",La fille de Monaco,"$7,553,160","$602,992",8%,"$6,950,168",92%,2008
"9,417","Kiki, Love to Love","$7,551,282","$12,450",0.2%,"$7,538,832",99.8%,2016
"9,418",Insane,"$7,550,254",-,-,"$7,550,254",100%,2016
"9,419",The Advocate: A Missing Body,"$7,550,177","$50,162",0.7%,"$7,500,015",99.3%,2015
"9,420",Take Me Home Tonight,"$7,550,073","$6,928,068",91.8%,"$622,005",8.2%,2011
"9,421",A Bigger Splash,"$7,547,068","$2,024,099",26.8%,"$5,522,969",73.2%,2015
"9,422",City of Damnation,"$7,545,744",-,-,"$7,545,744",100%,2009
"9,423","Pettson and Findus: A Little Nuisance, a Great Friendship","$7,545,421",-,-,"$7,545,421",100%,2014
"9,424",The Taste of Money,"$7,539,438",-,-,"$7,539,438",100%,2012
"9,425",12,"$7,537,453","$125,120",1.7%,"$7,412,333",98.3%,2007
"9,426",Damage,"$7,532,911","$7,532,911",100%,$0,-,1992
"9,427",Albert Nobbs,"$7,532,259","$3,014,696",40%,"$4,517,563",60%,2011
"9,428",Closed Note,"$7,530,455",-,-,"$7,530,455",100%,2007
"9,429",Kamen Rider Reiwa: The First Generation,"$7,529,337",-,-,"$7,529,337",100%,2019
"9,430",777 Charlie,"$7,529,270",-,-,"$7,529,270",100%,2022
"9,431",The Mauritanian,"$7,527,030","$836,536",11.1%,"$6,690,494",88.9%,2021
"9,432",Love Lasts Three Years,"$7,526,448",-,-,"$7,526,448",100%,2012
"9,433",Belleville Cop,"$7,524,472",-,-,"$7,524,472",100%,2018
"9,434",Gekijouban Pengin no mondai: Shiawase no aoi tori de gopennasai,"$7,522,074",-,-,"$7,522,074",100%,2009
"9,435",Nothing Like the Holidays,"$7,519,490","$7,503,736",99.8%,"$15,754",0.2%,2008
"9,436",Ah Boys to Men II,"$7,517,054",-,-,"$7,517,054",100%,2013
"9,437",Super Kamen Rider Den-O & Decade Neo Generations: The Onigashima Battleship,"$7,510,661",-,-,"$7,510,661",100%,2009
"9,438",Ducobu passe au vert!,"$7,510,050",-,-,"$7,510,050",100%,2024
"9,439",Beirut,"$7,509,436","$5,019,226",66.8%,"$2,490,210",33.2%,2018
"9,440",Where Do We Go Now?,"$7,507,008","$531,997",7.1%,"$6,975,011",92.9%,2011
"9,441",The Amazing Panda Adventure,"$7,506,759","$7,506,759",100%,$0,-,1995
"9,442",InuYasha the Movie 2: The Castle Beyond the Looking Glass,"$7,506,630",-,-,"$7,506,630",100%,2002
"9,443",Rikidozan: A Hero Extraordinary,"$7,505,881",-,-,"$7,505,881",100%,2004
"9,444",The Whistleblower,"$7,505,141","$280,851",3.7%,"$7,224,290",96.3%,2019
"9,445",The Sugarland Express,"$7,505,037","$7,500,000",99.9%,"$5,037",<0.1%,1974
"9,446",The Ice Road,"$7,502,846",-,-,"$7,502,846",100%,2021
"9,447",Lupin III: The First,"$7,502,610","$245,724",3.3%,"$7,256,886",96.7%,2019
"9,448",De Gaulle,"$7,501,454",-,-,"$7,501,454",100%,2020
"9,449",Chitty Chitty Bang Bang,"$7,500,578","$7,500,000",100%,$578,<0.1%,1968
"9,450",Agatha,"$7,500,000","$7,500,000",100%,$0,-,1979
"9,451",How to Beat the High Cost of Living,"$7,500,000","$7,500,000",100%,$0,-,1980
"9,452",How to Become a Detective,"$7,500,000","$7,500,000",100%,$0,-,1980
"9,453",Anja & Viktor,"$7,499,108",-,-,"$7,499,108",100%,2001
"9,454",The Miracle Club,"$7,498,671","$2,402,780",32%,"$5,095,891",68%,2023
"9,455",Under the Skin,"$7,494,387","$2,614,251",34.9%,"$4,880,136",65.1%,2014
"9,456",Fukushima 50,"$7,494,243",-,-,"$7,494,243",100%,2020
"9,457",The Trip to Bountiful,"$7,491,903","$7,491,903",100%,$0,-,1985
"9,458",Mortal Ouija,"$7,489,619",-,-,"$7,489,619",100%,2019
"9,459",The Art of Fighting,"$7,489,032",-,-,"$7,489,032",100%,2006
"9,460",Open Season 3,"$7,487,555",-,-,"$7,487,555",100%,2010
"9,461",The Scam,"$7,486,498",-,-,"$7,486,498",100%,2009
"9,462",Cash,"$7,481,601",-,-,"$7,481,601",100%,2007
"9,463",Creep,"$7,480,424",-,-,"$7,480,424",100%,2005
"9,464",Frantz,"$7,478,354","$880,883",11.8%,"$6,597,471",88.2%,2016
"9,465",Judas and the Black Messiah,"$7,478,009","$5,478,009",73.2%,"$2,000,000",26.8%,2021
"9,466",Finding Mr. Destiny,"$7,477,964",-,-,"$7,477,964",100%,2010
"9,467",Wild 7,"$7,477,941",-,-,"$7,477,941",100%,2011
"9,468",True Friends,"$7,472,502",-,-,"$7,472,502",100%,2013
"9,469",The Race,"$7,472,476",-,-,"$7,472,476",100%,2002
"9,470",Gogol. Viy,"$7,471,349",-,-,"$7,471,349",100%,2018
"9,471",F.C. De Kampioenen,"$7,471,304",-,-,"$7,471,304",100%,2013
"9,472",Foxes,"$7,470,348","$7,470,348",100%,$0,-,1980
"9,473",Killer Toon,"$7,468,796",-,-,"$7,468,796",100%,2013
"9,474",Stealing Home,"$7,467,504","$7,467,504",100%,$0,-,1988
"9,475",Second Tour,"$7,466,699",-,-,"$7,466,699",100%,2023
"9,476",Way to Find the Best Life,"$7,466,578",-,-,"$7,466,578",100%,2019
"9,477",Brittany Runs a Marathon,"$7,464,678","$7,189,808",96.3%,"$274,870",3.7%,2019
"9,478",Michel Vaillant,"$7,463,092",-,-,"$7,463,092",100%,2003
"9,479",The Tall Man,"$7,462,847",-,-,"$7,462,847",100%,2012
"9,480",Running with Scissors,"$7,460,797","$7,022,827",94.1%,"$437,970",5.9%,2006
"9,481",Spellbound,"$7,457,710","$5,728,581",76.8%,"$1,729,129",23.2%,2003
"9,482",Windstorm 3,"$7,456,105",-,-,"$7,456,105",100%,2017
"9,483",Big Game,"$7,455,398","$24,752",0.3%,"$7,430,646",99.7%,2015
"9,484",Black Nativity,"$7,454,185","$7,018,189",94.2%,"$435,996",5.8%,2013
"9,485",The House of Happiness,"$7,453,316",-,-,"$7,453,316",100%,2006
"9,486",I'll See You in My Dreams,"$7,452,512","$7,449,681",100%,"$2,831",<0.1%,2015
"9,487",Melissa P.,"$7,450,832",-,-,"$7,450,832",100%,2005
"9,488",Where the Money Is,"$7,450,414","$5,661,798",76%,"$1,788,616",24%,2000
"9,489",Hunter x Hunter: The Last Mission,"$7,449,778",-,-,"$7,449,778",100%,2013
"9,490",Happy Little Submarines 4 - Adventures of Octopus,"$7,449,438",-,-,"$7,449,438",100%,2014
"9,491",Einstein and Einstein,"$7,448,509",-,-,"$7,448,509",100%,2018
"9,492",Farewell My Concubine,"$7,447,084","$5,549,086",74.5%,"$1,897,998",25.5%,1993
"9,493",Yu-Gi-Oh!: The Dark Side of Dimensions,"$7,445,186","$1,015,339",13.6%,"$6,429,847",86.4%,2016
"9,494",Five Times Two,"$7,444,906","$128,752",1.7%,"$7,316,154",98.3%,2004
"9,495","Remi, Nobody's Boy","$7,443,906",-,-,"$7,443,906",100%,2018
"9,496",Vinci,"$7,443,126",-,-,"$7,443,126",100%,2004
"9,497",Prizrak,"$7,442,911",-,-,"$7,442,911",100%,2015
"9,498",McDull: Pork of Music,"$7,436,362",-,-,"$7,436,362",100%,2012
"9,499",Goin' South,"$7,435,671","$7,435,671",100%,$0,-,1978
"9,500",Mayday Life,"$7,435,496","$85,912",1.2%,"$7,349,584",98.8%,2019
"9,501",Genius,"$7,435,006","$1,361,045",18.3%,"$6,073,961",81.7%,2016
"9,502",Harley Davidson and the Marlboro Man,"$7,434,726","$7,434,726",100%,$0,-,1991
"9,503",Maximum Overdrive,"$7,433,663","$7,433,663",100%,$0,-,1986
"9,504",Mere Baap Pehle Aap,"$7,433,423","$113,576",1.5%,"$7,319,847",98.5%,2008
"9,505",Wacky Class Welcome,"$7,427,486",-,-,"$7,427,486",100%,2004
"9,506",Antichrist,"$7,426,176","$404,122",5.4%,"$7,022,054",94.6%,2009
"9,507",Beatriz at Dinner,"$7,425,391","$7,115,854",95.8%,"$309,537",4.2%,2017
"9,508",The Morning After,"$7,423,443",-,-,"$7,423,443",100%,2018
"9,509",Witching and Bitching,"$7,422,695",-,-,"$7,422,695",100%,2013
"9,510",Journey to the Christmas Star,"$7,419,431",-,-,"$7,419,431",100%,2012
"9,511",Futari wa Pretty Cure Max Heart: The Movie,"$7,417,791",-,-,"$7,417,791",100%,2005
"9,512",Dhan Dhana Dhan Goal,"$7,415,972","$125,547",1.7%,"$7,290,425",98.3%,2007
"9,513",The Mystical Laws,"$7,415,910",-,-,"$7,415,910",100%,2012
"9,514",Brazilian Western,"$7,415,529",-,-,"$7,415,529",100%,2013
"9,515",God's Not Dead: A Light in Darkness,"$7,414,178","$5,728,940",77.3%,"$1,685,238",22.7%,2018
"9,516",Donnie Darko,"$7,413,872","$1,478,493",19.9%,"$5,935,379",80.1%,2001
"9,517",Kids,"$7,412,216","$7,412,216",100%,$0,-,1995
"9,518",Clifford,"$7,408,745","$7,408,745",100%,$0,-,1994
"9,519",Farewell,"$7,406,706",-,-,"$7,406,706",100%,2009
"9,520",My World,"$7,406,037",-,-,"$7,406,037",100%,2013
"9,521",Phat Girlz,"$7,403,491","$7,061,128",95.4%,"$342,363",4.6%,2006
"9,522",Goodbye Christopher Robin,"$7,401,949","$1,735,251",23.4%,"$5,666,698",76.6%,2017
"9,523",The Innocents,"$7,400,301","$1,065,665",14.4%,"$6,334,636",85.6%,2016
"9,524",Tex,"$7,400,000","$7,400,000",100%,$0,-,1982
"9,525",Sakurada Gate Incident,"$7,394,930",-,-,"$7,394,930",100%,2010
"9,526",Ironweed,"$7,393,346","$7,393,346",100%,$0,-,1987
"9,527",Requiem for a Dream,"$7,390,108","$3,635,482",49.2%,"$3,754,626",50.8%,2000
"9,528",Signal: The Movie,"$7,388,603",-,-,"$7,388,603",100%,2021
"9,529",Bachchhan Paandey,"$7,387,882",-,-,"$7,387,882",100%,2022
"9,530",Stree 2,"$7,387,498","$2,570,000",34.8%,"$4,817,498",65.2%,2024
"9,531",Lemon Tree,"$7,387,488","$569,672",7.7%,"$6,817,816",92.3%,2008
"9,532",Mafia: Game of Survival,"$7,387,436",-,-,"$7,387,436",100%,2016
"9,533",Wild Chicks and Life,"$7,386,854",-,-,"$7,386,854",100%,2009
"9,534",It's a Boy Girl Thing,"$7,385,679",$848,<0.1%,"$7,384,831",100%,2006
"9,535",Deliha,"$7,384,858",-,-,"$7,384,858",100%,2014
"9,536",Ichikei's Crow,"$7,377,092",-,-,"$7,377,092",100%,2023
"9,537",The Twilight Samurai,"$7,372,769","$559,765",7.6%,"$6,813,004",92.4%,2002
"9,538",It Lives Inside,"$7,370,148","$4,675,092",63.4%,"$2,695,056",36.6%,2023
"9,539",Witchboard,"$7,369,373","$7,369,373",100%,$0,-,1986
"9,540",Karol: A Man Who Became Pope,"$7,367,476",-,-,"$7,367,476",100%,2005
"9,541",Heroic Losers,"$7,365,986",-,-,"$7,365,986",100%,2019
"9,542",Donkey Xote,"$7,365,250",-,-,"$7,365,250",100%,2007
"9,543",The Great Passage,"$7,362,767",-,-,"$7,362,767",100%,2013
"9,544",Return of the Hero,"$7,362,730","$37,108",0.5%,"$7,325,622",99.5%,2018
"9,545",Devara Part 1,"$7,361,414","$5,600,000",76.1%,"$1,761,414",23.9%,2024
"9,546",The Best Years,"$7,358,771",-,-,"$7,358,771",100%,2020
"9,547",Missing Woman,"$7,356,458",-,-,"$7,356,458",100%,2016
"9,548",A Christmas Tale,"$7,356,393","$1,060,922",14.4%,"$6,295,471",85.6%,2008
"9,549",Clean Slate,"$7,355,425","$7,355,425",100%,$0,-,1994
"9,550",Us in the U.S.,"$7,354,579",-,-,"$7,354,579",100%,2013
"9,551",I Served the King of England,"$7,354,478","$617,403",8.4%,"$6,737,075",91.6%,2006
"9,552",I'm Not Scared,"$7,354,418","$1,615,328",22%,"$5,739,090",78%,2003
"9,553",Compadres,"$7,353,544","$3,127,773",42.5%,"$4,225,771",57.5%,2016
"9,554",Asura,"$7,353,354",-,-,"$7,353,354",100%,2018
"9,555",Trust the Man,"$7,353,118","$1,530,535",20.8%,"$5,822,583",79.2%,2006
"9,556",'83,"$7,351,061","$4,055,660",55.2%,"$3,295,401",44.8%,2021
"9,557",Pretty Cure Miracle Universe,"$7,350,621",-,-,"$7,350,621",100%,2019
"9,558",Buffalo Kids,"$7,349,123",-,-,"$7,349,123",100%,2024
"9,559",Lesson in Murder,"$7,348,964",-,-,"$7,348,964",100%,2022
"9,560",Bride for Rent,"$7,348,239",-,-,"$7,348,239",100%,2014
"9,561",McDull: Me & My Mum,"$7,346,610",-,-,"$7,346,610",100%,2014
"9,562",The Crucible,"$7,343,114","$7,343,114",100%,$0,-,1996
"9,563",Kolpaçino 4 4'lük,"$7,343,114",-,-,"$7,343,114",100%,2024
"9,564",Iceman,"$7,343,032","$7,343,032",100%,$0,-,1984
"9,565",Wild America,"$7,342,923","$7,342,923",100%,$0,-,1997
"9,566",Homecoming,"$7,339,808","$7,306,045",99.5%,"$33,763",0.5%,2022
"9,567",Two by Two,"$7,339,808","$7,306,045",99.5%,"$33,763",0.5%,2022
"9,568",A Company Man,"$7,339,398",-,-,"$7,339,398",100%,2012
"9,569",B*A*P*S,"$7,338,279","$7,246,735",98.8%,"$91,544",1.2%,1997
"9,570",The Good Boss,"$7,334,753","$363,130",5%,"$6,971,623",95%,2021
"9,571",Mississippi Masala,"$7,332,515","$7,332,515",100%,$0,-,1992
"9,572",Hey Good Looking!,"$7,331,960",-,-,"$7,331,960",100%,2006
"9,573",Alice,"$7,331,647","$7,331,647",100%,$0,-,1990
"9,574",Family Affairs,"$7,330,755",-,-,"$7,330,755",100%,2022
"9,575",The Young Messiah,"$7,330,338","$6,490,401",88.5%,"$839,937",11.5%,2016
"9,576",Listy do M. 5,"$7,328,061",-,-,"$7,328,061",100%,2022
"9,577",Broken,"$7,326,038",-,-,"$7,326,038",100%,2014
"9,578",Testosteron,"$7,325,461",-,-,"$7,325,461",100%,2007
"9,579",King of the Gypsies,"$7,325,177","$7,325,177",100%,$0,-,1978
"9,580",A City Called Macau,"$7,322,128",-,-,"$7,322,128",100%,2019
"9,581",Venus,"$7,321,309","$3,347,411",45.7%,"$3,973,898",54.3%,2006
"9,582",The Tribe,"$7,318,071",-,-,"$7,318,071",100%,2018
"9,583",Laid-Back Camp Movie,"$7,317,913",-,-,"$7,317,913",100%,2022
"9,584",The Anderssons in Greece,"$7,315,184",-,-,"$7,315,184",100%,2012
"9,585",Jolly Life,"$7,314,040",-,-,"$7,314,040",100%,2009
"9,586",Even the Rain,"$7,313,485","$518,017",7.1%,"$6,795,468",92.9%,2011
"9,587",Mobile Suit Z Gundam: A New Translation - Heirs to the Stars,"$7,313,197",-,-,"$7,313,197",100%,2005
"9,588",Apparition,"$7,312,653",-,-,"$7,312,653",100%,2016
"9,589",Dhoom,"$7,312,209","$245,756",3.4%,"$7,066,453",96.6%,2004
"9,590",Mean Machine,"$7,310,206","$92,770",1.3%,"$7,217,436",98.7%,2001
"9,591",Extinct,"$7,310,018",-,-,"$7,310,018",100%,2021
"9,592",Sarafina!,"$7,309,989","$7,306,242",100%,"$3,747",<0.1%,1992
"9,593",Respiro,"$7,309,845","$1,072,834",14.7%,"$6,237,011",85.3%,2002
"9,594",Women on the Verge of a Nervous Breakdown,"$7,305,816","$7,251,740",99.3%,"$54,076",0.7%,1988
"9,595",Lim Young Woong: Im Hero the Stadium,"$7,305,588",-,-,"$7,305,588",100%,2024
"9,596",Who's That Girl,"$7,305,209","$7,305,209",100%,$0,-,1987
"9,597",Men Do What They Can,"$7,304,731",-,-,"$7,304,731",100%,2012
"9,598",Outside Providence,"$7,302,522","$7,302,522",100%,$0,-,1999
"9,599",Patiala House,"$7,298,915",-,-,"$7,298,915",100%,2011
"9,600",The Suicide Forecast,"$7,295,261",-,-,"$7,295,261",100%,2011
"9,601",The New Toy,"$7,295,051",-,-,"$7,295,051",100%,2022
"9,602",Wild Hearts Can't Be Broken,"$7,294,835","$7,294,835",100%,$0,-,1991
"9,603",The Beaver,"$7,294,800","$970,816",13.3%,"$6,323,984",86.7%,2011
"9,604",Eat Drink Man Woman,"$7,294,403","$7,294,403",100%,$0,-,1994
"9,605",Waves,"$7,290,188",-,-,"$7,290,188",100%,2024
"9,606",Bilet na Vegas,"$7,286,913",-,-,"$7,286,913",100%,2013
